is_done,probability,data_quality_index
done,0.3117745238243119,1.0
done,0.08866573365242686,1.0
done,0.26170262791838467,1.0
done,0.08686030733562942,1.0
done,0.5435234592015645,1.0
done,0.7216995115779289,0.5
done,0.10532691247498864,1.0
done,0.387777016309263,1.0
done,0.35907171111677516,1.0
done,0.37365565806216805,1.0
done,0.5174420321952616,0.5
cancel,0.6184390631558001,0.125
done,0.23794166428012514,1.0
cancel,0.19517042367182189,0.14285714285714285
done,0.07579318344583043,1.0
done,0.0935635640553304,0.5
done,0.26861245899413333,1.0
cancel,0.4578552824009502,0.14285714285714285
cancel,0.4631794411628906,0.14285714285714285
done,0.41189765566815756,0.5
done,0.0866067925017076,1.0
cancel,0.5084196288937055,0.14285714285714285
cancel,0.3802073569614806,0.14285714285714285
done,0.48687963200985035,1.0
cancel,0.25636069012887086,0.14285714285714285
cancel,0.4110614708171378,0.14285714285714285
cancel,0.23499547007559385,0.14285714285714285
cancel,0.26942700015905047,0.14285714285714285
cancel,0.20134687181273128,0.14285714285714285
cancel,0.324436117591889,0.14285714285714285
done,0.30050112121241335,1.0
done,0.6389067454342919,1.0
done,0.8149882012731877,0.5
done,0.12577979590666227,1.0
cancel,0.29688155924510595,0.14285714285714285
done,0.1695891008628289,1.0
done,0.6578671317791478,0.5
done,0.14795674050046276,1.0
done,0.14220080322938122,1.0
done,0.1070935823708346,1.0
done,0.778027437138528,0.5
done,0.7233398516226467,0.5
done,0.08805721171685958,1.0
cancel,0.1796370859516258,0.14285714285714285
cancel,0.15480283698570407,0.14285714285714285
done,0.5899221926166311,0.5
done,0.1394206079951677,0.5
done,0.16357031770022828,1.0
done,0.17457140210862124,1.0
done,0.10049301672024151,1.0
done,0.1479735898465244,1.0
cancel,0.4084792028294879,0.25
done,0.0993444716610075,1.0
done,0.09967460429770765,1.0
done,0.5978279528116378,0.5
done,0.10137065158016616,1.0
done,0.11368890480388157,1.0
done,0.33062838403764194,1.0
done,0.3798470446535111,1.0
done,0.1519778230390861,1.0
cancel,0.8428620992035082,0.125
done,0.5540525205401828,1.0
done,0.1427499690496433,1.0
cancel,0.4583640739552684,0.125
done,0.13747924270554077,1.0
done,0.3122849593028299,1.0
done,0.5571736878388308,0.5
cancel,0.4146566488767363,0.3333333333333333
done,0.52340467891959,0.5
done,0.2092432296053137,1.0
done,0.14449590614042057,1.0
done,0.17678830081224087,1.0
done,0.18538013889422134,1.0
done,0.21502656512614404,1.0
cancel,0.53683022661189,0.125
done,0.10682465904867053,1.0
cancel,0.4985197356494569,0.125
cancel,0.2633573087821379,0.14285714285714285
cancel,0.1725678871774561,0.14285714285714285
done,0.10902090161436678,1.0
done,0.21372955503071583,1.0
done,0.23074819248441014,1.0
done,0.7921891573037282,0.5
done,0.2200547659844965,1.0
done,0.1047712509082419,1.0
done,0.22225311226177802,1.0
done,0.8109030052956983,1.0
done,0.5257043143291649,0.5
done,0.46919829574988325,1.0
cancel,0.7611659555195582,0.125
cancel,0.6527918877269578,0.14285714285714285
done,0.6659238206304418,1.0
done,0.8176178673073254,1.0
cancel,0.5467655280606918,0.14285714285714285
done,0.17136913568681497,1.0
done,0.19190240455004287,1.0
done,0.4458756894685628,0.5
done,0.8379422437820314,0.5
cancel,0.8097780936353047,0.14285714285714285
done,0.49225009538263625,1.0
done,0.4049432504824501,1.0
done,0.48528295755566864,0.5
done,0.3786758913564896,0.5
done,0.5163815232196279,1.0
cancel,0.49330632037416416,0.14285714285714285
done,0.7545103772294123,1.0
cancel,0.43505109071112086,0.14285714285714285
done,0.15087146888421007,1.0
done,0.7196319248766035,1.0
done,0.15812140700431052,1.0
done,0.18578751171876232,1.0
done,0.43268954704391965,1.0
cancel,0.20911522330959234,0.14285714285714285
done,0.13739263337506102,1.0
cancel,0.7111286470691659,0.14285714285714285
cancel,0.2946157239666488,0.14285714285714285
done,0.19217606525434797,0.5
done,0.18264205082803706,1.0
done,0.6772359181722308,0.5
cancel,0.3457215084342507,0.14285714285714285
done,0.6238945347753332,1.0
done,0.17510087763976226,1.0
done,0.5770636846187119,1.0
done,0.48097566690593346,1.0
done,0.21277845759071995,1.0
done,0.4960827559852616,1.0
done,0.6832001803484362,0.5
done,0.67701932194436,1.0
done,0.5708186204079274,1.0
done,0.5827211589717214,1.0
done,0.2147367056294137,1.0
cancel,0.7440522293633718,0.125
cancel,0.24148841281728364,0.14285714285714285
done,0.7169115705237937,1.0
cancel,0.5503838804573195,0.14285714285714285
cancel,0.8148940602699166,0.14285714285714285
done,0.4881868270385142,1.0
cancel,0.3405687062012008,0.14285714285714285
done,0.23476967511564506,1.0
done,0.1648337217034726,1.0
done,0.6025686070107374,1.0
done,0.5417707821741249,1.0
done,0.17246265457708346,1.0
done,0.20502528233340253,1.0
cancel,0.2948795893943357,0.14285714285714285
done,0.3516346488049944,1.0
done,0.6094109123513599,1.0
cancel,0.3175980716638642,0.14285714285714285
done,0.14261221375614497,1.0
done,0.34333971006409475,1.0
done,0.6777446676864827,1.0
done,0.7220821174749843,1.0
done,0.43043662721238923,1.0
done,0.2635390380221381,1.0
cancel,0.7624198582859808,0.14285714285714285
done,0.10999282126542269,1.0
done,0.5762754906126001,1.0
done,0.6104832800481628,1.0
done,0.1847577132282737,1.0
done,0.16675117664437672,1.0
done,0.6762918152162956,1.0
done,0.6417425865064009,1.0
done,0.2614339429788652,1.0
done,0.21842843394185812,1.0
cancel,0.36655012631629247,0.14285714285714285
done,0.22335763335667763,1.0
done,0.29135534342568137,1.0
cancel,0.27112943223849756,0.14285714285714285
done,0.17628312615368646,1.0
done,0.6013439071584574,1.0
done,0.46961976846830333,1.0
done,0.17914897312590786,1.0
done,0.13251306936660634,1.0
done,0.5949027342652268,1.0
done,0.6137161341031645,1.0
cancel,0.2430986255105842,0.14285714285714285
cancel,0.7815083544403392,0.14285714285714285
done,0.5119245116061466,1.0
done,0.7281611740155536,1.0
done,0.25594095106686116,1.0
done,0.5432348466338948,1.0
done,0.609726335665523,1.0
done,0.1497135716842507,1.0
done,0.7307555496847747,1.0
done,0.17304310313356397,1.0
done,0.7072002242644463,1.0
done,0.15452580945725775,1.0
done,0.1771374921580849,1.0
done,0.3897988164012405,1.0
done,0.4644072808705477,1.0
cancel,0.7875353619335654,0.14285714285714285
done,0.1442039145004493,1.0
done,0.45679990800447745,1.0
cancel,0.4120893129903883,0.125
done,0.7065260144644588,1.0
done,0.7674666029239833,0.5
done,0.17117451788992014,1.0
done,0.6122792156071881,1.0
done,0.6982422492597312,1.0
done,0.5178745073804846,1.0
cancel,0.34475169006368644,0.125
cancel,0.2569415525285263,0.14285714285714285
done,0.4883851005007434,1.0
done,0.188615702438227,1.0
done,0.14032986734400152,1.0
done,0.4546565518764833,1.0
done,0.2796448510126475,1.0
done,0.1281962990855193,1.0
done,0.5586854028194987,0.5
done,0.7820756610147382,1.0
done,0.16170194266401527,1.0
done,0.8381429443109869,1.0
done,0.7959882732648803,1.0
done,0.7932673185152288,1.0
cancel,0.47898886111798084,0.14285714285714285
done,0.35378637010629604,1.0
done,0.5617608565590783,1.0
cancel,0.4476711229872011,0.14285714285714285
done,0.5204626093427477,0.5
done,0.36567205106375,1.0
cancel,0.4517993627159212,0.14285714285714285
done,0.4124248256923146,1.0
done,0.1576268777217048,1.0
done,0.6522587161939919,1.0
done,0.8421794382658605,1.0
done,0.3255472635607608,1.0
done,0.7722678714947229,1.0
done,0.49551005711914275,1.0
done,0.17915049622146753,1.0
done,0.11791382622983683,1.0
cancel,0.5446931260231763,0.14285714285714285
done,0.31772979178902205,1.0
done,0.3548066900484293,1.0
done,0.4517261550506556,1.0
done,0.5844443140453215,1.0
cancel,0.698749723744938,0.14285714285714285
done,0.5246265055381775,1.0
done,0.22578534742811854,1.0
done,0.5274465754605474,0.5
done,0.7058288140698749,1.0
done,0.5578852688303818,1.0
done,0.6191093494042273,1.0
done,0.5987455369402086,1.0
done,0.11380457949529117,1.0
done,0.43832511404315827,1.0
done,0.3651057231738374,0.5
cancel,0.5460965286875261,0.125
done,0.7020010566711983,1.0
done,0.15023031201564427,1.0
done,0.17607712073260304,0.5
done,0.10190914599289636,1.0
done,0.24221833183000036,1.0
done,0.27944608305579116,1.0
done,0.5986799770635021,1.0
done,0.14403117497271523,1.0
cancel,0.8581089831096946,0.14285714285714285
done,0.24493750613668266,1.0
done,0.617797767368301,1.0
done,0.8714897925410953,1.0
done,0.5413806179209869,1.0
done,0.7356037658706618,1.0
done,0.7028094380003435,1.0
done,0.3281199154390481,1.0
done,0.10322686741460678,1.0
done,0.6967894716395785,1.0
done,0.6043508110549933,1.0
done,0.34357353087695097,1.0
cancel,0.49249990740800814,0.14285714285714285
cancel,0.8576977610284828,0.14285714285714285
done,0.2936061277366475,1.0
done,0.4729682355393783,1.0
done,0.2796775125865136,1.0
done,0.3880272850227892,1.0
done,0.1941375334475598,1.0
done,0.34559491780792273,1.0
done,0.13491922889523908,1.0
done,0.17432757840845367,1.0
done,0.48619992854247523,0.5
done,0.34593743867635257,1.0
done,0.20979479197916234,1.0
done,0.3393249179652143,1.0
done,0.4815686860969202,0.5
done,0.44452642308646123,1.0
done,0.23327040617784725,1.0
done,0.3592247357469797,1.0
cancel,0.690380641131745,0.14285714285714285
done,0.3778863856086135,1.0
done,0.22986976989937458,1.0
done,0.1330919255377664,1.0
done,0.6344620691438488,1.0
done,0.18778381951331205,1.0
done,0.20039594301566566,1.0
cancel,0.2644913563144334,0.14285714285714285
done,0.4160243757199908,1.0
done,0.15134876555869542,1.0
cancel,0.4999758299023624,0.14285714285714285
done,0.24141348264740567,0.5
done,0.26656852736153885,1.0
done,0.6933931374734195,1.0
done,0.8116405266751788,0.5
done,0.09970220553051028,1.0
cancel,0.6093452943172926,0.125
done,0.36616154826744257,1.0
done,0.22595620913216793,1.0
done,0.6660463742728494,1.0
cancel,0.3944376208286606,0.14285714285714285
done,0.16485735884568997,1.0
cancel,0.38241451546848526,0.14285714285714285
done,0.23271601786538446,0.5
done,0.20827488112589723,0.5
cancel,0.2976169616492143,0.14285714285714285
done,0.6410872066156056,1.0
done,0.552400642637436,1.0
done,0.1960160196315264,1.0
done,0.3999231316674841,1.0
done,0.5977924189849959,1.0
done,0.7461324936284847,1.0
done,0.5863902513290798,1.0
done,0.17450494068133257,0.5
done,0.21161251715911636,1.0
done,0.5494859648492897,1.0
done,0.41323817285787173,1.0
done,0.21773678072993208,1.0
cancel,0.8584667057498522,0.14285714285714285
done,0.1917065590643551,0.5
done,0.4143408039872334,1.0
done,0.22159606763286205,1.0
done,0.4220162254050693,1.0
done,0.329123921442995,1.0
done,0.4607167026116762,0.5
done,0.597384903884438,1.0
done,0.801588235969142,1.0
done,0.23547572995309426,1.0
cancel,0.41035514622348285,0.14285714285714285
done,0.781588880451534,1.0
done,0.5244616846227893,1.0
done,0.2306769245618675,1.0
cancel,0.5079741850961754,0.125
done,0.2463536878113761,1.0
done,0.7464403838400756,1.0
done,0.7643271472384627,1.0
cancel,0.5118140295175677,0.14285714285714285
done,0.3014503980952825,1.0
done,0.34383600714321877,1.0
cancel,0.416867674244146,0.125
done,0.46364718496502666,1.0
cancel,0.4732525357280426,0.125
done,0.5879704844170327,1.0
done,0.6168323240183409,1.0
done,0.3532946382861249,0.5
done,0.45346919555332244,1.0
cancel,0.6724748482917231,0.14285714285714285
cancel,0.3917390744008874,0.125
done,0.3784568787142625,0.5
done,0.21063138893162303,0.5
done,0.20223637961884147,0.5
done,0.3034703682012199,0.5
done,0.41555284208810334,0.5
done,0.12294602375275938,1.0
cancel,0.23391293369772895,0.14285714285714285
cancel,0.2122339782328458,0.125
cancel,0.8440170964170889,0.125
done,0.44666192524622206,1.0
done,0.4930758133614798,1.0
done,0.25695881752182187,0.5
done,0.7473912297609865,1.0
done,0.7800407399072183,1.0
done,0.7280834978455338,1.0
done,0.5086753996328491,1.0
done,0.4702665472472142,1.0
done,0.8188637841119084,0.5
done,0.6948722920910879,0.5
done,0.49561969656846266,1.0
done,0.1926137664368426,0.5
done,0.17295131627932891,1.0
done,0.777098672608159,1.0
done,0.6203099914806498,0.5
done,0.565462236254647,0.5
done,0.11124217864460254,1.0
done,0.408594133749849,1.0
done,0.7093735433683651,1.0
done,0.20554015614693721,1.0
done,0.6754330859531258,0.5
done,0.706594483839947,1.0
done,0.38602594981054644,1.0
cancel,0.6337464188094953,0.14285714285714285
done,0.7657404649803358,1.0
done,0.24024402225370975,1.0
done,0.6425026691592547,0.5
done,0.2560635623546379,1.0
done,0.6239630493203167,0.5
done,0.6418922244419262,0.5
cancel,0.7489450287040915,0.125
done,0.7113776817115645,1.0
done,0.24248922762502714,1.0
cancel,0.679233844860847,0.14285714285714285
done,0.1561304405751899,0.5
done,0.6217148298007451,0.5
done,0.5114983032054844,0.5
done,0.7057605713181908,0.5
done,0.4612505185362753,1.0
done,0.1091206964957169,1.0
done,0.4965357640606861,0.5
done,0.5660761521061869,0.5
cancel,0.10316776945129376,0.14285714285714285
done,0.43874344450812575,0.5
done,0.5202791716476198,1.0
done,0.5653017021797478,1.0
done,0.48247646447243747,1.0
done,0.07537685662049375,1.0
done,0.5104012537789286,1.0
done,0.0840695092306598,1.0
done,0.09223166257225271,1.0
done,0.1823741791394998,1.0
done,0.3967149409404407,0.5
done,0.4417062866625704,0.5
done,0.3204817689051243,1.0
done,0.10243457121979921,1.0
done,0.14506967852707825,1.0
done,0.256056732742867,0.5
done,0.13957738100624534,1.0
done,0.3868326589092433,0.5
done,0.44127684323191646,1.0
cancel,0.5384110720512565,0.14285714285714285
done,0.1888401853037369,1.0
done,0.16940791808453137,0.5
done,0.19859978532194883,1.0
done,0.3533638134312121,0.5
done,0.24318971056124766,1.0
done,0.616083162080551,0.5
done,0.19715136962602073,0.5
done,0.4906636007899501,1.0
done,0.1440508700282975,1.0
done,0.19453121496089193,0.5
done,0.2657018111250257,1.0
done,0.398974584382881,1.0
done,0.6629698760483794,0.5
done,0.5852147120110885,0.5
done,0.5546379795292714,1.0
done,0.14573853069599488,1.0
done,0.5966896915444886,1.0
done,0.20822299249289783,1.0
done,0.7209671497074752,1.0
done,0.5407497205114805,1.0
done,0.5898079912053921,1.0
cancel,0.6576743331966557,0.125
done,0.19250305478253923,1.0
done,0.5799919440748772,1.0
done,0.1308355341047456,1.0
cancel,0.23765761849388284,0.14285714285714285
done,0.15707405001069574,1.0
done,0.84129379318649,0.5
done,0.14113487045588877,1.0
done,0.41972148390147757,1.0
done,0.2539422612861598,1.0
done,0.10153451987740596,1.0
cancel,0.6468994385078773,0.14285714285714285
cancel,0.27751592012737586,0.14285714285714285
cancel,0.411752917088611,0.14285714285714285
cancel,0.2820107458875,0.125
cancel,0.24115124254965048,0.14285714285714285
done,0.10451776655821002,1.0
done,0.1454701040459323,1.0
done,0.36815750560432026,0.5
cancel,0.3403930209607775,0.125
done,0.2627659910597811,1.0
done,0.40620816346407346,1.0
done,0.6691150677939901,1.0
done,0.10144593828891642,1.0
done,0.10954332971648192,0.5
done,0.09811353408786969,1.0
cancel,0.15115142161207387,0.14285714285714285
cancel,0.1565135711274146,0.125
done,0.4823727209307768,1.0
done,0.6194017352121802,1.0
done,0.21756201241082226,1.0
done,0.4414120907860935,1.0
done,0.5402815571815327,0.5
done,0.15402188475910644,1.0
done,0.31642157477072513,1.0
done,0.0984471473566951,1.0
done,0.10790638386166532,1.0
done,0.19154198535077527,1.0
done,0.12512214509713046,1.0
done,0.2723941495432677,0.5
cancel,0.2863460235399303,0.125
done,0.3736573362142339,1.0
done,0.17682071101979377,1.0
done,0.578135697975155,1.0
done,0.11776890763929379,1.0
done,0.15455654424855936,1.0
done,0.1873944588492974,0.5
done,0.3174212819065449,1.0
done,0.6805701009446151,1.0
done,0.4242910826125707,1.0
done,0.09968808228905247,1.0
done,0.2078520696131077,0.5
done,0.4195762485366331,1.0
done,0.12426275211615692,0.5
cancel,0.2405178859941434,0.14285714285714285
done,0.167599223988383,1.0
done,0.2041219870603368,1.0
done,0.17547770348059472,0.5
done,0.3081258115361632,1.0
done,0.20190305659654326,1.0
done,0.2502105835692516,1.0
done,0.28149412515756467,1.0
cancel,0.18001510464566367,0.14285714285714285
done,0.615035541467685,1.0
done,0.1287373804664445,1.0
done,0.13742131704352734,1.0
done,0.2047913796227065,1.0
done,0.15193914192189958,1.0
done,0.10663427145904755,0.5
done,0.6250584191664088,1.0
done,0.17561428630581186,1.0
done,0.5940616736683925,1.0
done,0.13376131056867027,1.0
done,0.09480322160368211,0.5
cancel,0.5952552035512708,0.14285714285714285
done,0.5626019230026187,1.0
done,0.35461493722277426,0.5
done,0.119507773619038,1.0
done,0.6850398155426211,1.0
done,0.2209060974016879,0.5
done,0.20329584291127303,1.0
done,0.10076274089755952,1.0
done,0.16880447350293104,1.0
done,0.33935644345838756,1.0
cancel,0.52221239007916,0.14285714285714285
done,0.5476277900949844,0.5
done,0.5414405552083572,1.0
done,0.2825797052694018,1.0
done,0.7433352761858508,0.5
done,0.761368016746121,1.0
done,0.23945436101386,1.0
done,0.15385829712069174,1.0
done,0.529946768487862,0.5
done,0.20413557770414514,1.0
done,0.17288884574353655,0.5
done,0.40661370691379806,0.5
done,0.14034796173842334,1.0
cancel,0.5261485805562953,0.14285714285714285
done,0.7577374001453118,1.0
done,0.30750574813175535,0.5
done,0.19056335098790733,1.0
done,0.24428343376951175,0.5
done,0.2020842956247458,1.0
done,0.2146627573191699,0.5
done,0.16998483408379841,1.0
done,0.14537205845484896,1.0
done,0.5656433100400473,1.0
done,0.34567077945763625,0.5
cancel,0.558914531962356,0.14285714285714285
cancel,0.191123355437327,0.14285714285714285
done,0.24884469725437872,1.0
done,0.21996798195811557,0.5
done,0.1878935427236777,1.0
done,0.4811904723826636,1.0
done,0.24312307141725573,0.5
done,0.14920909303730218,1.0
done,0.6056303721883745,1.0
done,0.2830396092609473,1.0
done,0.236639462571985,0.5
done,0.26901119200994833,1.0
done,0.6029143759500376,0.5
done,0.20515429262631624,1.0
done,0.2564185249592733,1.0
done,0.22303453717349886,1.0
done,0.3011854281658274,0.5
cancel,0.8256848124544184,0.14285714285714285
cancel,0.8001452242921551,0.125
cancel,0.20925459974504554,0.14285714285714285
done,0.6121960874339106,1.0
done,0.3324004933108153,0.5
done,0.24294359596305734,1.0
done,0.46542245239541175,1.0
done,0.20513552020752623,1.0
done,0.13746299405695833,1.0
cancel,0.7384254355860996,0.14285714285714285
done,0.560738313736594,0.5
done,0.5765829375380437,1.0
done,0.5603057550443036,1.0
done,0.26928627515734993,1.0
done,0.17057331478992946,1.0
done,0.15194671323632886,1.0
done,0.17626467450337666,1.0
cancel,0.5464679743755924,0.14285714285714285
done,0.1425283820531018,1.0
done,0.6290030273044537,1.0
done,0.2685694565539043,1.0
done,0.6963169430000433,0.5
done,0.510731544268888,1.0
done,0.6886219992950374,0.5
done,0.1493231893288059,1.0
done,0.11538162827815486,1.0
done,0.19320726210658232,1.0
done,0.29514744582641256,0.5
done,0.2672378026031603,0.5
done,0.1889653698146822,0.5
done,0.5896132000509258,1.0
done,0.8560065441696262,1.0
cancel,0.3774509212538823,0.125
done,0.8328026748205954,1.0
done,0.39796962314002227,0.5
done,0.7572563376799966,1.0
done,0.1303283056928234,1.0
done,0.45672399520433554,1.0
cancel,0.3954817110110294,0.14285714285714285
done,0.6948435743211259,1.0
done,0.10704483333349926,1.0
cancel,0.2561263244903922,0.14285714285714285
done,0.4470947791312976,1.0
done,0.1139858773256337,1.0
done,0.23045169772450616,1.0
done,0.27745837664692263,0.5
done,0.6668530016452098,1.0
done,0.19089012144520184,1.0
done,0.5032377402452739,0.5
done,0.15961199544517435,1.0
done,0.6367809877407822,1.0
done,0.5424260832481128,0.5
done,0.17625990277192544,1.0
done,0.855098794501646,1.0
done,0.6698613132850552,1.0
done,0.7065692115513612,0.5
done,0.809478343350843,1.0
done,0.5279750622212277,0.5
done,0.3910163021253506,1.0
done,0.30841811081592657,0.5
cancel,0.5382701894370179,0.14285714285714285
done,0.6150677977149668,0.5
done,0.7246148125624752,0.5
done,0.1672016853503831,1.0
done,0.15110041969959412,1.0
done,0.8124791577341596,0.5
cancel,0.6171871207105972,0.14285714285714285
done,0.277948669816298,0.5
done,0.3763378351899781,1.0
done,0.2233103706126282,0.5
done,0.22005948358337993,1.0
done,0.23441557204947236,0.5
done,0.3105346350974306,0.5
done,0.2180146919687442,1.0
done,0.15780621920333293,1.0
cancel,0.7440646706526658,0.125
done,0.827415935632348,0.5
cancel,0.274229663383911,0.14285714285714285
cancel,0.30284934851104106,0.14285714285714285
cancel,0.7568314485757107,0.125
cancel,0.5490497571603233,0.14285714285714285
cancel,0.3845119832514947,0.14285714285714285
done,0.19325157100620868,1.0
cancel,0.263191148454922,0.14285714285714285
done,0.3847074369399986,0.5
done,0.22005637269480427,1.0
done,0.7061395533119365,1.0
done,0.4259425264149098,1.0
done,0.4950808642538099,1.0
done,0.15053162120671745,0.5
done,0.6748572332381528,0.5
done,0.49558703372703794,1.0
cancel,0.7224973067917912,0.14285714285714285
done,0.7441566025142494,1.0
done,0.7827305970490495,1.0
cancel,0.3104366458206532,0.14285714285714285
cancel,0.8210685851951779,0.125
done,0.2581330906468645,1.0
done,0.19457722134920413,1.0
done,0.5509296475634973,1.0
done,0.2092216770221794,1.0
done,0.15349101643543628,1.0
done,0.6996765013917593,1.0
done,0.5512042097598795,1.0
done,0.5559213426971646,1.0
cancel,0.3995167101973111,0.3333333333333333
done,0.2987432486255577,1.0
cancel,0.25520287452796003,0.14285714285714285
done,0.2116322894312077,1.0
done,0.2116322894312077,1.0
done,0.2762728096190855,1.0
cancel,0.2510316854578258,0.14285714285714285
done,0.12631859618015223,1.0
done,0.5739535984613272,1.0
cancel,0.27928857428964776,0.125
cancel,0.2858540599686569,0.14285714285714285
cancel,0.174116157299672,0.125
cancel,0.2565085410053874,0.14285714285714285
done,0.5999433658486784,1.0
done,0.5857566911186529,0.5
done,0.22172348827222013,1.0
cancel,0.5805384751930429,0.14285714285714285
cancel,0.6937427982328687,0.14285714285714285
done,0.2422141641236749,0.5
done,0.19056866615198034,1.0
done,0.722762073856773,1.0
done,0.3655812251082664,1.0
done,0.2627028323432334,0.5
cancel,0.5775607115175626,0.14285714285714285
done,0.4420242017209394,1.0
done,0.43286380768786803,0.5
done,0.20166988818859613,1.0
done,0.22180502646858294,1.0
done,0.22270556797508326,1.0
done,0.2096467682597483,1.0
done,0.25266985282447246,1.0
done,0.6975871605716037,1.0
done,0.3167476250302872,0.5
done,0.24016779299078903,1.0
done,0.27428175626363765,1.0
done,0.3212206921011913,0.5
cancel,0.5647525527256226,0.14285714285714285
done,0.27369640296344644,0.5
done,0.17265902933416954,1.0
cancel,0.3834369494640292,0.125
cancel,0.6410966475385209,0.125
done,0.17159039974004242,1.0
done,0.14629957602732582,0.5
done,0.4000783958319806,1.0
done,0.315825920004335,1.0
cancel,0.2436238644426814,0.14285714285714285
done,0.13745810560798874,1.0
done,0.21301650135937245,1.0
done,0.7133517539795186,1.0
done,0.18140909727672955,1.0
done,0.35800015275753144,1.0
done,0.5392560401728914,1.0
done,0.17200404704409916,1.0
done,0.41319692917475553,0.5
done,0.8195800512371686,0.5
done,0.21004830057138552,1.0
done,0.17250908031500203,1.0
done,0.12949660933826315,1.0
cancel,0.7026027168033844,0.14285714285714285
done,0.36119266351469104,1.0
done,0.09131118494259577,1.0
done,0.15974715006980805,1.0
cancel,0.25338904064868845,0.14285714285714285
done,0.7033378472159899,1.0
done,0.19284311684642025,1.0
done,0.6094390737909112,1.0
done,0.13668852841088067,1.0
done,0.19301397075539267,1.0
done,0.22965855648865696,1.0
done,0.19158085130326694,1.0
done,0.17516740275954895,1.0
cancel,0.7049658785699774,0.14285714285714285
done,0.7206277944979979,1.0
